// add on rAthena\db\import\mob_db.txt
20604,ANGELGOLT,Angelgolt,Angelgolt,196,2634990,0,0,0,2,0,0,252,71,143,117,102,186,231,106,10,14,0,0,86,0x8D,400,1280,400,1000,0,0,0,0,0,0,0,0,25767,1,12040,10,7063,200,7511,300,0,0,0,0,0,0,0,0,0,0,0,0
20605,ANGELGOLT2,Angelgolt,Angelgolt,196,2634990,0,0,0,2,0,0,252,71,143,117,102,186,231,106,10,14,0,0,86,0x8D,400,1280,400,1000,0,0,0,0,0,0,0,0,25767,1,12040,10,7063,200,7511,300,0,0,0,0,0,0,0,0,0,0,0,0
20606,HOLY_FRUS,Holy Frus,Holy Frus,201,2700802,0,0,0,2,4567,6647,239,76,206,111,119,92,201,43,10,14,1,0,86,133,130,480,576,432,0,0,0,0,0,0,0,0,25767,1,7511,2000,7063,2000,7054,2000,0,0,0,0,0,0,0,0,0,0,0,0
20607,HOLY_SKOGUL,Holy Skogul,Holy Skogul,202,2700802,0,0,0,2,4568,6648,247,77,206,111,119,92,201,43,10,14,1,0,86,133,190,720,384,480,0,0,0,0,0,0,0,0,25767,1,7511,2000,7063,2000,7054,2000,0,0,0,0,0,0,0,0,0,0,0,0
20608,PLASMA_ARCH,Arch Plasma,Arch Plasma,198,7588702,0,0,0,3,3812,5492,229,75,254,135,135,164,259,79,10,14,1,0,86,133,100,1000,500,1000,0,0,0,0,0,0,0,0,25767,1,7511,2000,7063,2000,7054,2000,0,0,0,0,0,0,0,0,0,0,0,0
20609,PLASMA_SPT,Spectral Plasma,Spectral Plasma,198,7588702,0,0,0,1,3812,5492,225,74,254,135,135,164,259,79,10,14,1,0,86,133,100,1000,500,1000,0,0,0,0,0,0,0,0,25767,1,7511,2000,7063,2000,7054,2000,0,0,0,0,0,0,0,0,0,0,0,0
20610,REGINLEIF,Valkyrie Reginleif,Valkyrie Reginleif,207,79249813,0,0,0,1,7326,10726,506,94,319,354,69,306,325,194,10,14,1,8,83,524288,100,576,576,480,0,0,0,0,0,0,0,0,25767,1,7511,2000,7063,2000,7054,2000,0,0,0,0,0,0,0,0,0,0,0,0
20611,INGRID,Valkyrie Ingrid,Valkyrie Ingrid,198,75393148,0,0,0,1,7361,10761,374,92,354,365,35,264,259,179,10,14,1,8,81,524288,100,576,576,480,0,0,0,0,0,0,0,0,25767,1,7511,2000,7063,2000,7054,2000,0,0,0,0,0,0,0,0,0,0,0,0
// =============== with card drop (rathena does not support the card id)
//20604,ANGELGOLT,Angelgolt,Angelgolt,196,2634990,0,0,0,2,0,0,252,71,143,117,102,186,231,106,10,14,0,0,86,0x8D,400,1280,400,1000,0,0,0,0,0,0,0,0,25767,1,12040,10,7063,200,7511,300,0,0,0,0,0,0,0,0,0,0,300008,1
//20605,ANGELGOLT2,Angelgolt,Angelgolt,196,2634990,0,0,0,2,0,0,252,71,143,117,102,186,231,106,10,14,0,0,86,0x8D,400,1280,400,1000,0,0,0,0,0,0,0,0,25767,1,12040,10,7063,200,7511,300,0,0,0,0,0,0,0,0,0,0,300008,1
//20606,HOLY_FRUS,Holy Frus,Holy Frus,201,2700802,0,0,0,2,4567,6647,239,76,206,111,119,92,201,43,10,14,1,0,86,133,130,480,576,432,0,0,0,0,0,0,0,0,25767,1,7511,2000,7063,2000,7054,2000,0,0,0,0,0,0,0,0,0,0,300011,1
//20607,HOLY_SKOGUL,Holy Skogul,Holy Skogul,202,2700802,0,0,0,2,4568,6648,247,77,206,111,119,92,201,43,10,14,1,0,86,133,190,720,384,480,0,0,0,0,0,0,0,0,25767,1,7511,2000,7063,2000,7054,2000,0,0,0,0,0,0,0,0,0,0,300012,1
//20608,PLASMA_ARCH,Arch Plasma,Arch Plasma,198,7588702,0,0,0,3,3812,5492,229,75,254,135,135,164,259,79,10,14,1,0,86,133,100,1000,500,1000,0,0,0,0,0,0,0,0,25767,1,7511,2000,7063,2000,7054,2000,0,0,0,0,0,0,0,0,0,0,300010,1
//20609,PLASMA_SPT,Spectral Plasma,Spectral Plasma,198,7588702,0,0,0,1,3812,5492,225,74,254,135,135,164,259,79,10,14,1,0,86,133,100,1000,500,1000,0,0,0,0,0,0,0,0,25767,1,7511,2000,7063,2000,7054,2000,0,0,0,0,0,0,0,0,0,0,300009,1
//20610,REGINLEIF,Valkyrie Reginleif,Valkyrie Reginleif,207,79249813,0,0,0,1,7326,10726,506,94,319,354,69,306,325,194,10,14,1,8,83,524288,100,576,576,480,0,0,0,0,0,0,0,0,25767,1,7511,2000,7063,2000,7054,2000,0,0,0,0,0,0,0,0,0,0,300013,1
//20611,INGRID,Valkyrie Ingrid,Valkyrie Ingrid,198,75393148,0,0,0,1,7361,10761,374,92,354,365,35,264,259,179,10,14,1,8,81,524288,100,576,576,480,0,0,0,0,0,0,0,0,25767,1,7511,2000,7063,2000,7054,2000,0,0,0,0,0,0,0,0,0,0,300014,1
